Rank   0: 260000319	-0.09999067485447100	0.39179286045673700	0.14407028309976800
Rank   0: 180000870	-0.01685299256241000	0.23053437128785600	0.69213334726921200
Rank   0: 20000162	0.05283146655307800	-0.08449009818115800	0.26082143481015300
Rank   1: 20000715	0.05285654652510600	1.10573384504796800	1.28631706310496200
Rank   1:      717	0.07604202513150200	-0.08582355860074300	0.24761653449268200
Rank   1: 280000664	0.11214811115070400	0.66103585701734100	0.80966431752139300
Rank   2: 260000444	0.11216934425178200	0.25216514772983900	0.72951939758197200
Rank   2: 300000295	0.14298176040494800	0.65271800645653000	0.80039170298551200
Rank   2: 160000679	0.17663865534783100	0.16999051751456800	1.04456587645084300
Rank   3: 100000131	0.17668109146432300	0.15993964009772800	0.08957589947722500
Rank   3: 180000134	0.23300046693527100	-0.10552067918528600	0.56676178134326600
Rank   3: 140000997	0.27926753368166500	0.31767126762414400	0.85735605612859200
Rank   4: 120000494	0.27941308186637400	0.56300034638487000	0.39909080525748400
Rank   4: 200000089	0.31050600614152100	0.15848264526526900	0.03688328839667800
Rank   4: 100000714	0.33834530438038500	0.02557128224576900	0.80856915483812800
Rank   5: 180000143	0.33837808056902500	-0.01128988277894600	0.51513329241511100
Rank   5: 220000117	0.37324950440712900	-0.01298259544727400	0.67784981714484500
Rank   5: 200000401	0.40639207979166500	0.15458414318714700	-0.10887320816724600
Rank   6: 180000055	0.40666015481369200	0.13250544149343500	0.98840255058927700
Rank   6: 20000544	0.43945806045244700	0.76388204375993700	0.37328265095058600
Rank   6:      621	0.47643017569882500	0.44596252440562000	0.97594132216355600
Rank   7: 60000442	0.47660560976083800	0.28958411252281800	0.94070382801906300
Rank   7: 80000395	0.51421179235520000	0.03182834558365200	1.18801292706024600
Rank   7: 160000488	0.55013063567786700	1.02804317187910300	0.44654982615061200
Rank   8: 80000264	0.55022492879157000	0.50441762651675600	0.45913030768850700
Rank   8: 20000989	0.57231112405714300	1.12630456268057700	0.56593993050186200
Rank   8: 180000600	0.59329218269217900	0.71278713318010600	0.95871475357768000
Rank   9: 80000604	0.59338166835696100	0.47008384857755000	1.02931994951678300
Rank   9: 280000239	0.61905325774530300	0.14196909723562300	1.02359814748336400
Rank   9:      887	0.65032777561223800	0.39649860679924100	0.46380978562773500
Rank  10: 80000994	0.65040761612790200	0.34175876611944100	0.88430728829042500
Rank  10: 140000532	0.69105004696632700	0.79373274316862500	0.44493910007777600
Rank  10: 240000292	0.72770361401481100	0.32463936891640800	0.41112816365213200
Rank  11:      849	0.72779991081224400	1.17181429581368100	0.14111549715112800
Rank  11: 220000491	0.75921103827100400	1.07878417219125700	0.64925952774940500
Rank  11: 160000465	0.79531574088593800	0.99432970246754300	0.65504389499149000
Rank  12: 40000959	0.79545966490818700	-0.19007148696561700	0.76438696478652300
Rank  12: 260000731	0.83272469263151600	0.92684111379838500	0.03941132708864200
Rank  12: 80000861	0.87570497598805200	0.56940475908396500	0.46381404289733600
Rank  13:      666	0.87572616232062600	0.06067226408323900	0.91592696095962500
Rank  13: 220000698	0.91197296687017400	0.50050428611312600	1.05191209978186500
Rank  13: 120000878	0.94114162945345100	1.04086172711775400	0.58430214297301100
Rank  14: 80000306	0.94117883364604600	0.48788680715234300	1.00311247325099100
Rank  14: 200000506	0.97454804836866400	0.54911464695701800	1.08675544124844000
Rank  14: 80000631	1.01776471345235400	-0.03971642315915600	-0.29097863451874200
Rank  15: 120000004	1.01782440323502100	0.49907714103619000	1.01214388232558200
Rank  15: 280000180	1.05535914167284200	0.54147818732141300	0.23577662692108600
Rank  15: 300000049	1.09988294808333700	0.41996744387869900	0.32571515264161100
